Модель;Цена, долл;Пробег, мили;Год;Объём двигателя, л;Мощность, л.с;Топливо
Renault Sandero II Рестайлинг Stepway;0,00;8170,86;2021;1,6;82;Бензин
Renault Sandero II;21752,64;6600,91;2015;1,6;82;Бензин
Renault Sandero II Рестайлинг Stepway;8701,06;9978,67;2020;1,6;113;Бензин
Renault Sandero I;68157,24;4745,52;2012;1,4;75;Бензин
Renault Sandero II Stepway;70229,96;8503,88;2015;1,6;102;Бензин
Renault Sandero II Рестайлинг Stepway;9942,20;10050,04;2019;1,6;113;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;11489,15;2021;1,6;82;Бензин
Renault Sandero II Рестайлинг;0,00;9598,08;2020;1,6;82;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;10894,48;2021;1,6;113;Бензин
Renault Sandero I Stepway;56906,15;5529,30;2014;1,6;103;Бензин
Renault Sandero II Рестайлинг Stepway;17837,17;9502,93;2019;1,6;102;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;9229,38;2021;1,6;82;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;11691,34;2021;1,6;113;Бензин
Renault Sandero II Stepway;26558,11;7897,31;2015;1,6;82;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;9348,32;2021;1,6;82;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;9348,32;2021;1,6;82;Бензин
Renault Sandero I Stepway;79552,52;4757,41;2011;1,6;84;Бензин
Renault Sandero II Stepway;38036,05;8920,15;2017;1,6;102;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;10528,76;2021;1,6;113;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;10311,69;2021;1,6;82;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;9348,32;2021;1,6;82;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;10894,48;2021;1,6;113;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;10192,76;2021;1,6;82;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;9859,74;2021;1,6;102;Бензин
Renault Sandero I;57489,12;4697,95;2011;1,6;84;Бензин
Renault Sandero I;167806,09;4579,01;2013;1,6;84;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;9859,74;2021;1,6;102;Бензин
Renault Sandero II Рестайлинг;0,00;9598,08;2020;1,6;82;Бензин
Renault Sandero II;6836,54;9514,83;2017;1,6;113;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;11691,34;2021;1,6;113;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;11251,28;2021;1,6;102;Бензин
Renault Sandero II Stepway;23350,53;7909,20;2017;1,6;82;Бензин
Renault Sandero II Stepway;18645,12;10109,50;2018;1,6;102;Бензин
Renault Sandero II Рестайлинг;0,00;10073,82;2020;1,6;82;Бензин
Renault Sandero II Рестайлинг Stepway;32695,46;10216,55;2019;1,6;113;Бензин
Renault Sandero II;50963,33;7112,33;2017;1,6;82;Бензин
Renault Sandero II Рестайлинг Stepway;20985,08;10109,50;2019;1,6;113;Бензин
Renault Sandero I;76445,00;4567,12;2013;1,4;75;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;8213,67;2021;1,6;113;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;9015,30;2021;1,6;113;Бензин
Renault Sandero II Stepway;104999,38;6993,40;2018;1,6;113;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;9435,14;2021;1,6;102;Бензин
Renault Sandero II;71348,66;6303,57;2015;1,6;82;Бензин
Renault Sandero I;15226,85;4400,61;2014;1,6;84;Бензин
Renault Sandero II Stepway;12430,08;8622,81;2017;1,6;102;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;8872,58;2021;1,6;102;Бензин
Renault Sandero II Рестайлинг;0,00;9115,44;2021;1,6;102;Бензин
Renault Sandero II Рестайлинг;0,00;7373,99;2021;1,6;82;Бензин
Renault Sandero II Рестайлинг;0,00;7373,99;2021;1,6;82;Бензин
Renault Sandero II Stepway;44748,29;7433,46;2015;1,6;82;Бензин
Renault Sandero I Stepway;114045,99;6291,68;2014;1,6;84;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;8332,61;2021;1,6;113;Бензин
Renault Sandero II Рестайлинг;0,00;6803,10;2020;1,6;82;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;8439,65;2021;1,6;113;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;8040,03;2021;1,6;82;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;8872,58;2021;1,6;102;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;8575,24;2021;1,6;102;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;8040,03;2021;1,6;82;Бензин
Renault Sandero II Рестайлинг Stepway;1308,89;11072,88;2020;1,6;113;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;9125,91;2021;1,6;113;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;8590,70;2021;1,6;82;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;8794,08;2020;1,6;82;Бензин
Renault Sandero II Рестайлинг;0,00;8697,74;2021;1,6;82;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;8590,70;2020;1,6;82;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;9125,91;2021;1,6;113;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;10388,01;2021;1,6;102;Бензин
Renault Sandero II;36346,80;9514,83;2015;1,6;102;Бензин
Renault Sandero II;14916,10;7730,80;2014;1,6;102;Бензин
Renault Sandero II;4115,60;6529,55;2016;1,6;82;Бензин
Renault Sandero II;36047,23;7314,52;2015;1,6;82;Бензин
Renault Sandero II Stepway;45369,79;7491,74;2016;1,6;82;Бензин
Renault Sandero II Рестайлинг;17091,36;9158,02;2018;1,6;82;Бензин
Renault Sandero I;47855,81;5673,22;2013;1,6;84;Бензин
Renault Sandero II Stepway;22995,65;9931,10;2018;1,6;102;Бензин
Renault Sandero II Stepway;71472,96;8223,19;2015;1,6;102;Бензин
Renault Sandero II Stepway;27967,68;9098,55;2018;1,6;82;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;11893,53;2021;1,6;102;Бензин
Renault Sandero I;42962,71;4995,28;2011;1,6;84;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;8213,67;2021;1,6;113;Бензин
Renault Sandero I;52206,34;4222,20;2011;1,4;75;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;9348,32;2020;1,6;102;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;8439,65;2021;1,6;113;Бензин
Renault Sandero I Stepway;72574,89;6897,06;2014;1,6;103;Бензин
Renault Sandero I;56308,27;4876,35;2011;1,6;103;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;8332,61;2021;1,6;113;Бензин
Renault Sandero II Рестайлинг;0,00;8595,17;2020;1,6;82;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;9273,42;2021;1,6;82;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;9170,62;2020;1,6;113;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;9117,74;2021;1,6;82;Бензин
Renault Sandero I;96954,63;4162,74;2011;1,6;103;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;9228,94;2021;1,6;82;Бензин
Renault Sandero I;155376,01;3901,08;2011;1,4;75;Бензин
Renault Sandero I;73337,48;3924,87;2011;1,6;84;Бензин
Renault Sandero I Stepway;51584,84;5827,83;2014;1,6;84;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;8380,18;2021;1,6;113;Бензин
Renault Sandero II Рестайлинг;0,00;6862,57;2021;1,6;82;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;9312,64;2021;1,6;113;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;8430,14;2021;1,6;82;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;8765,53;2020;1,6;82;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;9312,64;2021;1,6;113;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;8593,67;2021;1,6;82;Бензин
Renault Sandero II Stepway;15871,97;9265,06;2017;1,6;102;Бензин
Renault Sandero I;41797,39;4162,62;2011;1,4;75;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;8858,30;2021;1,6;113;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;8696,55;2021;1,6;82;Бензин
Renault Sandero I;108763,21;3984,33;2011;1,6;84;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;8408,73;2021;1,6;113;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;9705,12;2020;1,6;113;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;8277,90;2020;1,6;102;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;8587,13;2020;1,6;82;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;8954,64;2021;1,6;113;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;9788,38;2020;1,6;82;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;9312,64;2021;1,6;113;Бензин
Renault Sandero I;91982,60;3865,40;2011;1,6;84;Бензин
Renault Sandero II;35615,29;6541,32;2015;1,6;102;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;8696,55;2021;1,6;82;Бензин
Renault Sandero II Рестайлинг Stepway;25481,67;7479,36;2018;1,6;113;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;9288,85;2020;1,6;113;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;9275,77;2021;1,6;102;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;8430,14;2021;1,6;82;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;9179,43;2021;1,6;102;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;11536,73;2021;1,6;102;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;8751,26;2021;1,6;113;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;8526,47;2021;1,6;82;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;11489,15;2020;1,6;113;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;10775,54;2020;1,6;113;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;8526,47;2021;1,6;82;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;8858,30;2021;1,6;113;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;9705,12;2020;1,6;113;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;8323,09;2021;1,6;82;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;8526,47;2021;1,6;82;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;8526,47;2021;1,6;82;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;9871,63;2021;1,6;102;Бензин
Renault Sandero II;108763,21;5946,77;2016;1,6;82;Бензин
Renault Sandero I Stepway;46612,80;5411,56;2012;1,6;84;Бензин
Renault Sandero II Stepway;28579,24;8801,22;2018;1,6;102;Бензин
Renault Sandero II;100062,15;7134,93;2016;1,6;102;Бензин
Renault Sandero II Stepway;38791,17;8087,60;2016;1,6;113;Бензин
Renault Sandero I Stepway;93847,11;4400,61;2011;1,6;84;Бензин
Renault Sandero II Рестайлинг;8817,90;9241,28;2019;1,6;113;Бензин
Renault Sandero I Stepway;71472,96;4638,48;2012;1,6;84;Бензин
Renault Sandero II Рестайлинг;22958,98;9514,83;2019;1,6;113;Бензин
Renault Sandero II;24217,53;7784,32;2017;1,6;82;Бензин
Renault Sandero I;156981,98;2900,83;2010;1,4;75;Бензин
Renault Sandero II Stepway;29832,19;8087,60;2017;1,6;82;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;10388,01;2021;1,6;102;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;9122,34;2021;1,6;113;Бензин
Renault Sandero II Stepway;37290,24;8147,07;2015;1,6;82;Бензин
Renault Sandero II Рестайлинг;0,00;9083,33;2021;1,6;102;Бензин
Renault Sandero II Stepway;32475,45;8551,45;2017;1,6;82;Бензин
Renault Sandero II Рестайлинг;0,00;7893,98;2021;1,6;82;Бензин
Renault Sandero II Рестайлинг Stepway;1369,79;10930,16;2020;1,6;113;Бензин
Renault Sandero II Рестайлинг;0,00;8250,78;2021;1,6;113;Бензин
Renault Sandero II Рестайлинг Stepway;1188,32;11239,39;2020;1,6;113;Бензин
Renault Sandero II Рестайлинг;0,00;7893,98;2021;1,6;82;Бензин
Renault Sandero I Stepway;82660,04;6303,57;2012;1,6;84;Бензин
Renault Sandero II Рестайлинг;0,00;8904,93;2021;1,6;102;Бензин
Renault Sandero II Рестайлинг;0,00;6981,50;2020;1,6;82;Бензин
Renault Sandero II Рестайлинг;0,00;7073,32;2021;1,6;82;Бензин
Renault Sandero I Stepway;89496,58;5352,09;2012;1,6;103;Бензин
Renault Sandero II Рестайлинг;0,00;8250,78;2021;1,6;113;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;7635,65;2021;1,6;82;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;7742,69;2021;1,6;82;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;7856,87;2021;1,6;82;Бензин
Renault Sandero II Рестайлинг;15860,78;10692,29;2019;1,6;82;Бензин
Renault Sandero II Рестайлинг;52939,71;8147,07;2018;1,6;82;Бензин
Renault Sandero I Stepway;83903,05;5768,36;2011;1,6;103;Бензин
Renault Sandero II;25792,42;8325,47;2017;1,6;113;Бензин
Renault Sandero II;45991,30;8205,35;2015;1,6;82;Бензин
Renault Sandero I Stepway;70229,96;6303,57;2014;1,6;84;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;9497,80;2021;1,6;113;Бензин
Renault Sandero II Рестайлинг;0,00;9428,84;2021;1,6;102;Бензин
Renault Sandero II Рестайлинг;0,00;7671,21;2021;1,6;82;Бензин
Renault Sandero II;39229,96;8658,49;2018;1,6;82;Бензин
Renault Sandero II;37911,75;9110,45;2017;1,6;102;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;9050,98;2021;1,6;102;Бензин
Renault Sandero II Stepway;61893,10;7219,38;2015;1,6;82;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;8289,79;2020;1,6;113;Бензин
Renault Sandero II Stepway;34804,23;9491,04;2017;1,6;102;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;9502,93;2021;1,6;102;Бензин
Renault Sandero II Рестайлинг Stepway;2673,09;10454,42;2019;1,6;113;Бензин
Renault Sandero I;83903,05;3568,06;2010;1,6;84;Бензин
Renault Sandero II Stepway;4622,13;10525,78;2018;1,6;102;Бензин
Renault Sandero II;16712,87;9039,09;2017;1,6;102;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;9146,13;2020;1,6;113;Бензин
Renault Sandero II Рестайлинг;0,00;10123,30;2020;1,6;102;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;8575,24;2021;1,6;102;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;7963,91;2021;1,6;82;Бензин
Renault Sandero I Stepway;69180,24;5589,96;2014;1,6;84;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;8332,61;2021;1,6;113;Бензин
Renault Sandero II Рестайлинг Stepway;4101,93;10287,91;2020;1,6;113;Бензин
Renault Sandero II Stepway;84461,16;8087,60;2016;1,6;113;Бензин
Renault Sandero I Stepway;111113,11;4876,35;2011;1,6;84;Бензин
Renault Sandero I;53014,29;3853,50;2012;1,4;75;Бензин
Renault Sandero I;74580,48;4281,67;2014;1,6;84;Бензин
Renault Sandero I;151646,99;2961,49;2010;1,4;75;Бензин
Renault Sandero II Рестайлинг Stepway;16780,61;9502,93;2019;1,6;82;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;9381,62;2020;1,6;82;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;8461,06;2020;1,6;82;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;9499,37;2020;1,6;113;Бензин
Renault Sandero II Рестайлинг;0,00;8710,82;2020;1,6;82;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;8461,06;2020;1,6;82;Бензин
Renault Sandero II Рестайлинг;0,00;8550,26;2020;1,6;82;Бензин
Renault Sandero II Рестайлинг;0,00;8978,43;2020;1,6;113;Бензин
Renault Sandero II Stepway;74580,48;7219,38;2016;1,6;102;Бензин
Renault Sandero II Рестайлинг;0,00;9138,99;2020;1,6;113;Бензин
Renault Sandero I;168800,50;3425,34;2011;1,6;84;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;9381,62;2020;1,6;82;Бензин
Renault Sandero II Рестайлинг;0,00;8710,82;2020;1,6;82;Бензин
Renault Sandero II Stepway;41702,92;9514,83;2018;1,6;102;Бензин
Renault Sandero I;71922,31;3984,33;2012;1,6;84;Бензин
Renault Sandero II Stepway;14284,65;8028,14;2018;1,6;82;Бензин
Renault Sandero II Stepway;50802,36;7909,20;2017;1,6;113;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;8419,43;2021;1,6;82;Бензин
